floor,source_file,segment_type,start_idx,end_idx,label,max_change,mean_change,augmented
회대,회대 기름 밝음(1)_floor_01.csv,floor,0,14,바닥,1.46124267578125,0.4010823667049408,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,0,14,바닥,1.46124267578125,0.4010823667049408,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,0,14,바닥,1.46124267578125,0.4010823667049408,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,1,15,바닥,1.6612548828125,0.4625813663005829,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,1,15,바닥,1.6612548828125,0.4625813663005829,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,1,15,바닥,1.6612548828125,0.4625813663005829,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,2,16,바닥,1.86126708984375,0.5640828609466553,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,2,16,바닥,1.86126708984375,0.5640828609466553,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,2,16,바닥,1.86126708984375,0.5640828609466553,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,3,17,바닥,2.061279296875,0.6655843257904053,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,3,17,바닥,2.061279296875,0.6655843257904053,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,3,17,바닥,2.061279296875,0.6655843257904053,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,4,18,바닥,2.46124267578125,0.8204182982444763,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,4,18,바닥,2.46124267578125,0.8204182982444763,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,4,18,바닥,2.46124267578125,0.8204182982444763,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,5,19,바닥,2.46124267578125,0.9752522706985474,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,5,19,바닥,2.46124267578125,0.9752522706985474,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,5,19,바닥,2.46124267578125,0.9752522706985474,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,6,20,바닥,2.6612548828125,1.148584008216858,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,6,20,바닥,2.6612548828125,1.148584008216858,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,6,20,바닥,2.6612548828125,1.148584008216858,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,7,21,바닥,2.6612548828125,1.3167520761489868,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,7,21,바닥,2.6612548828125,1.3167520761489868,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,7,21,바닥,2.6612548828125,1.3167520761489868,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,8,22,바닥,2.6612548828125,1.4849202632904053,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,8,22,바닥,2.6612548828125,1.4849202632904053,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,8,22,바닥,2.6612548828125,1.4849202632904053,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,9,23,바닥,2.6612548828125,1.6264201402664185,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,9,23,바닥,2.6612548828125,1.6264201402664185,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,9,23,바닥,2.6612548828125,1.6264201402664185,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,10,24,바닥,2.6612548828125,1.7545897960662842,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,10,24,바닥,2.6612548828125,1.7545897960662842,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,10,24,바닥,2.6612548828125,1.7545897960662842,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,11,25,바닥,2.6612548828125,1.9012532234191895,0
회대,회대 기름 밝음(1)_floor_01.csv,floor,11,25,바닥,2.6612548828125,1.9012532234191895,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,11,25,바닥,2.6612548828125,1.9012532234191895,1
회대,회대 기름 밝음(1)_floor_01.csv,floor,12,26,바닥,2.6612548828125,2.007922410964966,0
