floor,source_file,segment_type,start_idx,end_idx,label,max_change,mean_change,augmented
검대,검대 망고 밝음.csv,liquid_file,0,14,바닥,0.4571533203125,0.14859212934970856,0
검대,검대 망고 밝음.csv,liquid_file,0,14,바닥,0.4571533203125,0.14859212934970856,1
검대,검대 망고 밝음.csv,liquid_file,0,14,바닥,0.4571533203125,0.14859212934970856,1
검대,검대 망고 밝음.csv,liquid_file,4,18,바닥,0.4571533203125,0.1962076872587204,0
검대,검대 망고 밝음.csv,liquid_file,4,18,바닥,0.4571533203125,0.1962076872587204,1
검대,검대 망고 밝음.csv,liquid_file,4,18,바닥,0.4571533203125,0.1962076872587204,1
검대,검대 망고 밝음.csv,liquid_file,8,22,바닥,0.4571533203125,0.18858642876148224,0
검대,검대 망고 밝음.csv,liquid_file,8,22,바닥,0.4571533203125,0.18858642876148224,1
검대,검대 망고 밝음.csv,liquid_file,8,22,바닥,0.4571533203125,0.18858642876148224,1
검대,검대 망고 밝음.csv,liquid_file,12,26,바닥,0.65716552734375,0.24954019486904144,0
검대,검대 망고 밝음.csv,liquid_file,12,26,바닥,0.65716552734375,0.24954019486904144,1
검대,검대 망고 밝음.csv,liquid_file,12,26,바닥,0.65716552734375,0.24954019486904144,1
검대,검대 망고 밝음.csv,liquid_file,16,30,바닥,0.65716552734375,0.32953694462776184,0
검대,검대 망고 밝음.csv,liquid_file,16,30,바닥,0.65716552734375,0.32953694462776184,1
검대,검대 망고 밝음.csv,liquid_file,16,30,바닥,0.65716552734375,0.32953694462776184,1
검대,검대 망고 밝음.csv,liquid_file,20,34,바닥,0.65716552734375,0.3295328915119171,0
검대,검대 망고 밝음.csv,liquid_file,20,34,바닥,0.65716552734375,0.3295328915119171,1
검대,검대 망고 밝음.csv,liquid_file,20,34,바닥,0.65716552734375,0.3295328915119171,1
검대,검대 망고 밝음.csv,liquid_file,24,38,바닥,0.65716552734375,0.33904215693473816,0
검대,검대 망고 밝음.csv,liquid_file,24,38,바닥,0.65716552734375,0.33904215693473816,1
검대,검대 망고 밝음.csv,liquid_file,24,38,바닥,0.65716552734375,0.33904215693473816,1
검대,검대 망고 밝음.csv,liquid_file,28,42,바닥,0.4571533203125,0.23617757856845856,0
검대,검대 망고 밝음.csv,liquid_file,28,42,바닥,0.4571533203125,0.23617757856845856,1
검대,검대 망고 밝음.csv,liquid_file,28,42,바닥,0.4571533203125,0.23617757856845856,1
