floor,source_file,segment_type,start_idx,end_idx,label,max_change,mean_change,augmented
회대,회대 기름 밝음(1).csv,liquid_file,0,14,바닥,1.46124267578125,0.4010823667049408,0
회대,회대 기름 밝음(1).csv,liquid_file,0,14,바닥,1.46124267578125,0.4010823667049408,1
회대,회대 기름 밝음(1).csv,liquid_file,0,14,바닥,1.46124267578125,0.4010823667049408,1
회대,회대 기름 밝음(1).csv,liquid_file,5,19,바닥,2.46124267578125,0.9752522706985474,0
회대,회대 기름 밝음(1).csv,liquid_file,5,19,바닥,2.46124267578125,0.9752522706985474,1
회대,회대 기름 밝음(1).csv,liquid_file,5,19,바닥,2.46124267578125,0.9752522706985474,1
회대,회대 기름 밝음(1).csv,liquid_file,10,24,바닥,2.6612548828125,1.7545897960662842,0
회대,회대 기름 밝음(1).csv,liquid_file,10,24,바닥,2.6612548828125,1.7545897960662842,1
회대,회대 기름 밝음(1).csv,liquid_file,10,24,바닥,2.6612548828125,1.7545897960662842,1
회대,회대 기름 밝음(1).csv,liquid_file,15,29,바닥,2.6612548828125,2.1279215812683105,0
회대,회대 기름 밝음(1).csv,liquid_file,15,29,바닥,2.6612548828125,2.1279215812683105,1
회대,회대 기름 밝음(1).csv,liquid_file,15,29,바닥,2.6612548828125,2.1279215812683105,1
회대,회대 기름 밝음(1).csv,liquid_file,20,34,바닥,2.6612548828125,1.9412516355514526,0
회대,회대 기름 밝음(1).csv,liquid_file,20,34,바닥,2.6612548828125,1.9412516355514526,1
회대,회대 기름 밝음(1).csv,liquid_file,20,34,바닥,2.6612548828125,1.9412516355514526,1
회대,회대 기름 밝음(1).csv,liquid_file,25,39,바닥,2.26123046875,1.7812540531158447,0
회대,회대 기름 밝음(1).csv,liquid_file,25,39,바닥,2.26123046875,1.7812540531158447,1
회대,회대 기름 밝음(1).csv,liquid_file,25,39,바닥,2.26123046875,1.7812540531158447,1
회대,회대 기름 밝음(1).csv,liquid_file,30,44,바닥,2.46124267578125,1.9412516355514526,0
회대,회대 기름 밝음(1).csv,liquid_file,30,44,바닥,2.46124267578125,1.9412516355514526,1
회대,회대 기름 밝음(1).csv,liquid_file,30,44,바닥,2.46124267578125,1.9412516355514526,1
회대,회대 기름 밝음(1).csv,liquid_file,35,49,바닥,2.6612548828125,1.7515869140625,0
회대,회대 기름 밝음(1).csv,liquid_file,35,49,바닥,2.6612548828125,1.7515869140625,1
회대,회대 기름 밝음(1).csv,liquid_file,35,49,바닥,2.6612548828125,1.7515869140625,1
회대,회대 기름 밝음(1).csv,liquid_file,40,54,기름,14.86126708984375,5.004923343658447,0
회대,회대 기름 밝음(1).csv,liquid_file,40,54,기름,14.86126708984375,5.004923343658447,1
회대,회대 기름 밝음(1).csv,liquid_file,40,54,기름,14.86126708984375,5.004923343658447,1
회대,회대 기름 밝음(1).csv,liquid_file,45,59,기름,14.86126708984375,8.911592483520508,0
회대,회대 기름 밝음(1).csv,liquid_file,45,59,기름,14.86126708984375,8.911592483520508,1
회대,회대 기름 밝음(1).csv,liquid_file,45,59,기름,14.86126708984375,8.911592483520508,1
회대,회대 기름 밝음(1).csv,liquid_file,50,64,기름,14.86126708984375,12.874592781066895,0
회대,회대 기름 밝음(1).csv,liquid_file,50,64,기름,14.86126708984375,12.874592781066895,1
회대,회대 기름 밝음(1).csv,liquid_file,50,64,기름,14.86126708984375,12.874592781066895,1
회대,회대 기름 밝음(1).csv,liquid_file,55,69,기름,14.46124267578125,13.221256256103516,0
회대,회대 기름 밝음(1).csv,liquid_file,55,69,기름,14.46124267578125,13.221256256103516,1
회대,회대 기름 밝음(1).csv,liquid_file,55,69,기름,14.46124267578125,13.221256256103516,1
회대,회대 기름 밝음(1).csv,liquid_file,60,74,기름,13.26123046875,12.901257514953613,0
회대,회대 기름 밝음(1).csv,liquid_file,60,74,기름,13.26123046875,12.901257514953613,1
회대,회대 기름 밝음(1).csv,liquid_file,60,74,기름,13.26123046875,12.901257514953613,1
회대,회대 기름 밝음(1).csv,liquid_file,65,79,기름,13.26123046875,12.861258506774902,0
회대,회대 기름 밝음(1).csv,liquid_file,65,79,기름,13.26123046875,12.861258506774902,1
회대,회대 기름 밝음(1).csv,liquid_file,65,79,기름,13.26123046875,12.861258506774902,1
회대,회대 기름 밝음(1).csv,liquid_file,70,84,기름,13.26123046875,12.834590911865234,0
회대,회대 기름 밝음(1).csv,liquid_file,70,84,기름,13.26123046875,12.834590911865234,1
